Category,Food Name,Alternative Name,Calorie (kcal),Carbs (g),Protein (g),Fat (g),Water (g),Ash (g),Fibre (g),Sugar (g),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Iron (mg),Zinc (mg),Phosphorus (mg),Copper (mg),Vitamin A(RE) (ug),β-Carotene (ug),Vitamin E(α-TE) (mg),Vitamin B1 (mg),Vitamin B2 (mg),Nicotin (mg),Vitamin B6 (mg),Vitamin B12 (ug),Folic acid (ug),Vitamin C (mg),SFA (mg),MUFA (mg),PUFA (mg),LA (mg),ALA (mg),Thr (mg),Cys (mg),Val (mg),Met (mg),Ile (mg),Leu (mg),Tyr (mg),Phe (mg),Lys (mg),His (mg),Trp (mg),Trans Fat (mg),Cholesterol (mg),Alcohol (g),CalCalories(kcal),Carbs%,Fat%,Protein%,Alcohol%
穀物類,"黑秈糙米","黑米 Black kerneled rice",363.0816,74.035,7.455,3.4538,13.65,1.4062,4.4004,0.755,1.04,273.95,10.24,118.65,1.05,1.76,324.32,0.2066,4.8113,28.862,0.9959,0.309,0.0729,6.5368,0.23,0,41.595,0,912.6355658,1369.642382,1161.809967,1120.443804,41.3661626,242.8568,98.3067,416.8342,102.2034,280.7814,601.0498,273.4663,344.9159,264.677,165.9083,83.71,0,,,363.081556,0.840098306,0.079619318,0.080282376,
穀物類,"加鈣米"," Short grain rice: calcium enriched",355.0521,77.68,7.37,0.74,13.62,0.59,0.66,,7.58,83.19,170.07,19.04,0.5,2.097,86.5,,0,0,0.162,0.086,0.02,0.89,0.0705,,33,0,156.20882,282.48094,301.3095,292.12018,9.18932,247.96,314.68,430.5,143.93,303.27,625.22,224.22,380.53,239.2,322.5,79.99,,,,355.0521,0.901393345,0.017444764,0.081161891,
穀物類,"高纖米","高纖蓬萊米 Short grain rice",362.7227,75.1674,8.276,2.47,12.84,1.2466,2.8368,,3.15,260.15,3.59,107.46,1.48,1.696,282.54,,1.542,9.25,1.3632,0.425,0.04,6.35,0.4659,,31.8,1.95,508.63722,1049.78952,911.56091,878.10723,33.45368,295.76,328.6658,436.11,60.1,310.29,667.29,327.35,406.07,321.21,204.9,116.17,,,,362.722748,0.853791745,0.056996425,0.08921183,
穀物類,"五穀米"," Multigrain rice",358.2847,72.9163,8.695,2.8521,14.275,1.2616,4.8663,0.8654,2,261.461,19.19,116.829,1.609,1.814,347.426,,0,0,0.9062,0.48,0.0599,6.5953,0.202,,28.162,0,756.205794,1039.02003,1056.845655,1017.001818,39.843837,310.061,111.816,483.614,132.9,335.665,727.636,353.174,444.821,378.877,258.071,141.301,,,,358.284683,0.838481717,0.066628796,0.094889488,
穀物類,"米胚芽"," Rice germ",390.9448,52.8858,17.024,12.723,11.433,5.9342,14.7073,,4.9941,1320.608,42.7159,549.9059,7.2245,16.3741,1604.4625,,0,0,12.3676,6.911,0.245,8.097,1.659,,512.91,0,2991.1773,4704.9654,5025.585,4870.3644,155.2206,551.754,226.901,710.57,163.555,461.4,929.798,462.329,546.547,741.871,462.214,324.13,,,,390.944846,0.557340756,0.272395227,0.170264017,
穀物類,"秈米粉","在來米粉 Long-grain rice powder",363.2489,83.3658,4.157,0.4215,11.853,0.2027,0.5138,0,10.438,14.8265,11.7424,19.614,0.499,0.6305,55.0436,,0.1909,1.145,0,0.014,0.032,0.113,0.1063,,53.6045,0,91.079406,177.328422,152.5631895,150.4767645,2.086425,143.2315,123.081,260.0795,71.8065,179.135,369.2365,177.2275,222.851,154.723,129.6965,51.0995,,,,363.248921,0.945541958,0.009712224,0.044745818,
穀物類,"糙米粉"," Brown rice powder",392.739,78.1,11.3,3.2,5.9,1.5,3.2,,6,267,11,121,1,1.8,193,,,,1.053,,0.09,6.5,0.227,,121,,,,,,,384,216,665,239,450,892,506,570,341,283,0,,,,392.739,0.819302387,0.068197964,0.11249965,
穀物類,"白糯米粉"," White- glutinous rice powder",359.895,82.3007,4.505,0.3825,12.587,0.2248,0.6174,0,15.861,32.76,17.5715,17.8255,0.6685,1.1575,48.8693,,0,0,0.0325,0.0225,0.027,0.4275,0.0799,,54.9655,0,122.04045,119.427975,140.519025,139.011975,1.50705,162.005,126.238,286.72,81.967,201.896,407.5755,203.8135,246.9325,176.3265,142.6915,38.6565,,,,359.894959,0.942160693,0.008895721,0.048943586,
穀物類,"白飯"," Cooked rice",183.1356,41.01,3.09,0.25,55.56,0.09,0.55,,2.03,39.99,1.42,7.19,0.15,0.687,39.29,,0,0,0.04,0.02,0.01,0.53,0.0568,,9,0.92,54.513,81.4425,114.044,114.044,0,115.61,162.3,199.86,64.98,133.33,275.83,160.24,176.27,116.21,89.82,40.15,,,,183.1356,0.922601613,0.01142596,0.065972427,
穀物類,"高梁"," Sorghum; Kao-lian",371.8047,73.6032,11.0165,3.0448,11.273,1.0625,5.1877,0,2.719,231.224,7.314,97.112,2.1665,1.394,151.194,,0,0,0.4586,0.259,0.0481,1.651,0.1195,,44.908,0.15,656.793808,937.707056,1450.268688,1409.042096,41.226592,306.0265,359.113,472.7305,107.9885,401.615,1452.164,365.027,518.897,188.173,221.406,50.976,,,,371.804675,0.815603472,0.06854399,0.115852537,
穀物類,"糯高梁"," Sorghum: glutinous; Kao-lian: glutinous",362.3257,75.6852,10.69,1.04,12.06,0.5248,2.5494,,0,128.93,7.57,26.28,1.3,0.494,75.32,,0,0,0.058,0.107,0.03,1.1,0.0713,,12.5,0,169.61984,373.50872,496.86728,484.43512,12.43216,0,326.7636,420.47,60.82,426.18,1570.72,394.62,526.85,125.63,190.45,168.91,,,,362.325724,0.860615196,0.024024792,0.115360012,
穀物類,"黑麥片"," Rye",359.2458,77.3014,7.784,1.234,12.469,1.2116,10.7657,,1.3288,356.6026,15.9567,88.6361,3.9819,1.4755,203.0074,,0,0,0.69,0.255,0.065,3.502,0.393,,171.02,0.007,253.60551,187.972752,792.414334,743.467724,47.881668,224.72,108.6861,320.86,59.61,248.84,506.07,170.77,306.17,197.42,161.29,118.54,,,,359.245788,0.886528885,0.028750734,0.084720381,
穀物類,"燕麥"," Oat",406.0363,67.4401,10.9165,10.215,9.975,1.4534,8.5386,,3.905,292.655,25.245,108.47,3.775,2.0325,291.965,,0,0,1.5862,0.499,0.075,0.83,0.094,,61.15,11.93,1907.518455,4844.32074,3463.119945,3368.72313,94.396815,384.58,468.002,526.34,134.485,388.12,845.655,409.35,542.875,483.135,257.73,91.45,,,,406.036277,0.684306373,0.21057121,0.105122417,
穀物類,"燕麥片"," Oatmeal",393.374,64.1,12.3,9.7,10.1,3.8,4.7,,3,329,40,116,2.3,1.8,116,,,,0.412,0.24,0.12,2.9,0.03,,89,,,,,,,437,575,717,215,517,1015,514,709,536,314,0,,,,393.374,0.671350928,0.206391373,0.122257699,
穀物類,"即食燕麥片"," Instant oatmeal",406.2506,67.8638,11.909,9.5684,9.12,1.5388,10.5226,0.88,2.996,331.5405,29.9578,124.3281,4.386,2.5475,358.7868,,0,0,0.4487,0.267,0.0715,1.2245,0.1391,,76.009,0.52,1723.374092,4409.482319,3435.59143,3342.797087,92.7943432,376.683,369.3462,577.898,144.451,459.827,891.5175,441.9095,593.5205,461.5845,375.038,156.9815,,,,406.250554,0.688242399,0.197138212,0.114619388,
穀物類,"蕎麥(甜蕎)","三角米 Buckwheat",360.8428,71.2715,11.037,2.8733,13.2433,1.5749,3.524,,1.8033,394.2467,13.145,180.93,2.86,1.8343,298.76,,1.3394,8.035,1.0552,0.5333,0.11,4.4933,0.419,,69.1,4.96,593.164052,1219.876755,1060.23046,989.8547233,70.3757369,442.0733,429.3894,538.49,177.86,392.7733,753.84,318.29,514.8233,687.5967,291.2333,222.175,,,,360.842771,0.813757691,0.0666482,0.11959411,
穀物類,"薏仁","薏仁,薏苡仁 Adlay; Job's tears",378.4899,66.2196,14.0733,6.05,11.5367,2.1204,1.7952,,1.8733,250.74,19.1533,159.1087,2.6967,2.99,300.6133,,0,0,0.5694,0.4103,0.0817,1.3377,0.0504,,101.15,1.02,863.3108,3390.06305,1796.5959,1771.6336,24.9623,373.245,307.8579,639.125,251.095,479.645,1529.865,453.97,582.545,383.005,288.36,34.875,,,,378.489855,0.720824478,0.133790904,0.145384618,
穀物類,"糙薏仁","紅薏仁 Adlay; Job's tears",386.8506,65.9182,13.702,7.3707,11.0093,1.9998,3.7644,0.4494,1.059,453.4977,10.5577,231.9115,4.435,4.7497,489.373,,0,0,0.3719,0.4277,0.1251,4.9669,0.2206,,62.207,0,1109.938972,2970.126755,3288.054529,3249.233052,38.8214769,357.1747,193.7968,674.7044,236.2165,519.571,1843.2536,503.7225,649.4254,255.6205,295.1546,81.163,,,,386.850563,0.702035902,0.159474394,0.138489704,
穀物類,"薏仁粉"," Adlay powder; Job's tears powder",394.795,79.99,10.89,3.475,4.67,0.975,2.99,,10.855,185.435,14.14,61.805,2.525,2.23,211.14,,0.4334,2.11,0.224,0.0575,0.05,1.14,0.115,,42,0.0175,512.843975,1869.133,1093.0126,1071.32165,21.69095,249.78,275.81,456.72,179.02,329.61,1164.59,333.76,442.28,160.59,213.44,62.85,,,,401.22445,0.821382645,0.072492466,0.106124888,
穀物類,"紅藜麥"," Red quinoa",378.927,66.7713,12.134,6.7366,12.206,2.1521,8.3217,1.641,2.21,803.44,31.39,161.49,4.58,2.67,274.047,0.4334,1.713,10.276,2.9412,0.312,0.0519,1.0874,0.3534,0,198.805,0,896.9041874,2139.672155,3644.743118,3156.588872,488.1542458,499.6504,491.6308,101.2187,410.8426,735.562,335.9003,438.4094,672.0231,300.7227,950.9591,65.02,0,0,,378.927038,0.725991361,0.148802636,0.125206003,
穀物類,"台灣藜(紅)(帶殼)","藜,赤藜,紫藜,紅心藜,紅藜,食用藜 Taiwan Red quinoa",385.5813,62.3071,14.872,8.45,8.67,5.7009,18.5031,2.842,1.13,2561.85,251.32,259.64,9.38,3.24,444.19,0.695,8.7974,52.774,16.095,0.536,0.1836,2.0028,0.35,0,258.19,0,1441.5193,2114.8491,4852.4463,4362.6167,489.8296,441.4256,153.835,590.5534,182.0995,484.4705,836.5655,498.387,532.0438,708.4767,373.8964,127.13,13.47,,,385.581272,0.665761723,0.183428255,0.150810022,
澱粉類,"淮山","山芋,山薯,田薯,薯蕷,長薯 Chinese yam",362.8352,82.3519,5.294,0.34,11.22,0.7941,5.4408,,10.53,290.95,37.04,30.86,2.52,0.476,92.98,,0,0,0.581,0.013,0.03,0.81,0.0131,,8.5,0,108.55622,39.92518,191.51758,166.53064,24.98694,0,34.6425,201.47,24.61,187.1,305.83,123.01,237,240.23,98.27,91.72,,,,362.835168,0.935107338,0.007843231,0.057049431,
澱粉類,"山藥平均值","山芋,山薯,田薯,薯蕷,長薯;淮山 Chinese yam",85.3829,17.8241,2.8187,0.1107,78.2907,0.9558,1.2767,0.323,3.9177,533.1434,16.5668,15.4795,0.8005,0.7867,48.3388,0.1588,0,0,0.2936,0.1449,0.0141,0.4399,0.1804,0,7.7726,5.184,50.2461765,0,60.4537128,48.5635365,11.8901763,85.7667,22.7527,103.6472,21.4501,84.3931,153.3338,92.1219,124.2552,100.0848,70.0806,32.6772,0,0,,85.382968,0.860069563,0.010851801,0.129078635,
澱粉類,"山藥(二刺)","山芋,山薯,田薯,薯蕷,長薯;淮山 Chinese yam: Ell-Tsyh",89.1922,18.8787,2.732,0.0872,77.4,0.9021,1.5983,,2.1022,552.1164,2.79,13.4807,0.6904,0.6473,45.1515,,0,0,0.193,0.105,0.012,0.383,0.194,,8.87,6.9,,,,,,83.651,23.362,97.505,37.362,76.718,135.587,89.58,114.313,95.717,77.058,26.402,,,,89.192228,0.872051812,0.008183045,0.119765144,
澱粉類,"山藥(大汕1號)","山芋,山薯,田薯,薯蕷,長薯;淮山 Chinese yam: Da-Shan 1",79.951,16.9691,2.407,0.0749,79.641,0.908,0.975,,4.0621,543.6019,3.4116,10.0094,1.0033,0.5854,39.8722,,0,0,0.293,0.122,0.011,0.364,0.127,,6.97,4.6,,,,,,78.525,16.181,91.712,18.71,77.924,141.439,88.301,116.517,90.046,66.272,40.593,,,,79.950975,0.874444521,0.007841218,0.117714262,
澱粉類,"山藥(大汕3號)","山芋,山薯,田薯,薯蕷,長薯;淮山 Chinese yam: Da-Shen 3",72.683,14.965,2.649,0.08,81.319,0.987,1.3492,,2.085,579.5638,0.8321,10.5759,0.895,0.6548,44.5166,,0,0,0.288,0.15,0.005,0.48,0.146,,7.443,5.532,,,,,,81.481,18.137,97.429,24.641,83.757,148.293,94.599,125.992,96.658,70.008,29.571,,,,72.68299,0.848283759,0.009212609,0.142503631,
澱粉類,"山藥(大刺)","山芋,山薯,田薯,薯蕷,長薯;淮山 Chinese yam: Da-Tsyh",84.6262,17.0539,3.523,0.0704,78.349,1.0037,1.1987,,7.674,573.3593,8.0483,18.2855,1.1476,1.3284,95.1146,,0,0,0.221,0.176,0.005,0.665,0.185,,6.562,5.607,,,,,,100.593,17.67,126.284,29.023,104.532,193.844,109.978,155.372,118.911,85.812,46.051,,,,84.626246,0.83026332,0.006962946,0.162773733,
澱粉類,"山藥(中國長品)","山芋,山薯,田薯,薯蕷,長薯;淮山 Chinese yam: Tong-Gwo-Taang-Piin",74.1359,15.479,2.452,0.0926,81.016,0.9604,0.3957,,0.8894,587.5633,2.624,15.397,0.7655,0.7909,39.2584,,0,0,0.278,0.162,0.012,0.562,0.233,,6.772,4.32,,,,,,70.983,25.881,86.01,16.556,70.87,132.822,83.046,109.946,87.033,57.964,30.601,,,,74.135862,0.860224435,0.010454616,0.129320949,
澱粉類,"山藥(台農1號)","山芋,山薯,田薯,薯蕷,長薯;淮山 Chinese yam: TNu 1",93.3841,19.9388,2.595,0.1302,76.519,0.817,1.1996,,0.8051,427.0139,4.6627,12.05,0.7247,0.706,42.7185,,0,0,0.632,0.165,0.015,0.368,0.238,,8.731,4.862,,,,,,98.057,22.565,114.251,26.375,89.531,161.133,93.69,124.222,105.718,81.339,49.684,,,,93.38408,0.879677307,0.011669805,0.108652888,
澱粉類,"山藥(台農2號)","山芋,山薯,田薯,薯蕷,長薯;淮山 Chinese yam: TNu 2",94.8985,19.8694,3.207,0.0594,75.619,1.2452,0.5808,,14.2629,609.2905,11.5164,19.2409,0.9511,1.5016,48.269,,0,0,0.292,0.175,0.017,0.283,0.213,,6.097,5.894,,,,,,109.813,22.925,136.157,20.384,115.651,209.723,121.186,163.535,125,86.412,49.418,,,,94.898476,0.862626371,0.005239051,0.132134577,
澱粉類,"山藥(白皮削)","山芋,山薯,田薯,薯蕷,長薯;淮山 Chinese yam: Bair-Pyi-Shiau",75.0452,15.6961,2.465,0.0883,80.774,0.9766,1.4063,,2.4332,592.1531,0.6371,12.3295,0.8333,0.6531,45.8049,,0,0,0.302,0.167,0.022,0.689,0.244,,7.386,4.219,,,,,,76.045,26.091,85.856,19.397,68.568,125.882,81.524,106.099,92.192,64.749,27.304,,,,75.045153,0.861720303,0.009848351,0.128431346,
澱粉類,"山藥(尖石原生種)","山芋,山薯,田薯,薯蕷,長薯;淮山 Chinese yam: Jian-Shyr",64.6657,12.4121,3.14,0.1494,83.315,0.9835,1.2715,,2.8681,591.2268,1.6048,16.9977,0.5522,0.8143,47.5948,,0,0,0.213,0.149,0.018,0.664,0.188,,5.502,4.407,,,,,,86.57,32.077,96.479,8.574,77.998,145.244,87.257,111.154,101.013,57.627,34.352,,,,64.66573,0.79080298,0.019337569,0.189859451,
澱粉類,"山藥(宜蘭原生種)","山芋,山薯,田薯,薯蕷,長薯;淮山 Chinese yam: Yi-Lan",140.1744,29.0937,4.796,0.1859,64.818,1.1064,2.2504,,3.7645,584.5428,19.4765,27.8938,0.7439,0.8781,57.749,,0,0,0.271,0.263,0.027,0.428,0.169,,6.972,4.508,,,,,,120.747,34.36,179.706,27.84,139.237,252.416,138.438,211.774,153.933,96.764,20.699,,,,140.174387,0.855120872,0.011100337,0.133778791,
澱粉類,"山藥(花蓮3號)","山芋,山薯,田薯,薯蕷,長薯;淮山 Chinese yam: Hua-Lian 3",93.3366,20.8666,1.693,0.0892,76.506,0.8452,1.4485,,5.62,437.1013,15.8089,16.597,0.9814,0.9158,46.23,,0,0,0.245,0.084,0.025,0.247,0.192,,11.002,7.909,,,,,,,,,,,,,,,,,,,,93.336626,0.921078849,0.007999046,0.070922105,
澱粉類,"山藥(青森)","山芋,山薯,田薯,薯蕷,長薯;淮山 Chinese yam: Ching-Sen",93.6043,19.8732,2.607,0.1832,76.293,1.0436,2.0721,,3.6179,566.4265,14.2466,15.0341,0.7199,0.3697,43.8033,,0,0,0.395,0.123,0.013,0.456,0.212,,9.677,4.676,,,,,,82.405,22.02,100.591,29.526,84.911,153.198,98.456,125.958,101.14,77.369,39.088,,,,93.604338,0.874719973,0.016381548,0.108898479,
澱粉類,"山藥(高田)","山芋,山薯,田薯,薯蕷,長薯;淮山 Chinese yam: Gau-Tyan",71.0372,14.0043,3.116,0.1381,81.854,0.8876,1.1452,,3.5835,524.108,0.6361,10.3708,0.7787,0.5982,55.0297,,0,0,0.294,0.141,0.016,0.57,0.185,,8.995,5.768,,,,,,95.203,25.265,89.288,20.463,74.004,135.684,83.748,106.046,91.417,69.198,31.041,,,,71.037173,0.812218639,0.01627172,0.17150964,
澱粉類,"山藥(白肉)","日本山藥 Chinese yam: Gau-Tyan",68.626,14.4376,2.08,0.1207,82.647,0.7147,0.9825,0.323,1.08,295.94,145.64,18.45,0.42,0.57,25.63,0.1588,0,0,0.193,0.047,0,0,0,0,7.838,3.374,54.7851265,0,65.9147528,52.9504865,12.9642663,30.8943,9.2506,46.1456,0,33.4091,58.0738,27.7818,44.3898,42.3245,20.4754,0,0,0,,68.625971,0.866769696,0.014721234,0.11850907,
澱粉類,"紫山藥","山薯,田薯,薯蕷,長薯,血薯;淮山 Chinese yam: Horng-Shuu",92.3211,19.5752,2.821,0.0766,76.489,1.0382,1.0851,,2.8287,570.4779,2.1426,12.249,0.6505,1.1195,42.049,,0,0,0.155,0.131,0.019,0.487,0.189,,9.079,9.12,,,,,,86.664,22.587,114.788,24.276,98.787,174.33,100.672,141.876,109.171,85.907,35.571,,,,92.321076,0.873579766,0.006944698,0.119475536,
澱粉類,"木薯粉","樹薯粉 Cassava starch; Tapioca",361.6688,87.3207,0.076,0.1924,12.1715,0.2394,0.1736,0,0.783,26.55,31.9661,3.224,0.2645,0.021,6.7624,,0,0,0.0045,0.007,0,0.035,0.012,,9.8365,2.9625,0,0,0,0,0,,,,,,,,,,,,,,,361.668832,0.994725705,0.004452659,0.000821636,
澱粉類,"白皮甘藷","甘薯,番薯,甜薯,地瓜,田薯,土薯,白薯 Sweet potato",119.2089,27.473,1.283,0.1199,69.955,1.1691,2.8505,2.527,72.992,396.9,16.802,20.633,0.282,0,40.007,0.0034,12.8452,77.056,0.4987,0.089,0.0625,0.3271,0.161,,12.754,23.859,,,,,,,,,,,,,,,,,,,,119.208853,0.949499615,0.008418527,0.042081858,
澱粉類,"菱角牛奶甘藷","甘薯,番薯,甜薯,地瓜,田薯,土薯,白薯 Sweet potato",133.1638,29.8853,1.86,0.3302,66.878,1.0465,1.6326,4.756,85.258,354.369,16.85,21.347,0.63,0.205,49.089,0.1443,1.0839,6.502,0.98,0.046,0.0565,0.8064,0.173,,19.538,10.46,204.730604,28.020772,97.445322,81.040986,16.404336,83.804,16.304,88.956,18.899,66.764,101.182,58.8,97.697,98.154,32.543,13.276,,,,133.16381,0.924631369,0.020754693,0.054613938,
澱粉類,"芋心甘藷","甘薯,番薯,甜薯,地瓜,田薯,土薯,紅薯,紫心甘薯,芋頭(仔)番薯 Sweet potato",122.3155,28.4558,1.055,0.1138,69.443,0.9324,2.8412,4.3256,87.0161,271.778,32.5186,22.4563,1.1242,0.3033,44.854,,0,0,0.142,0.0215,0.0363,0.5004,0.115,,17.3295,20.137,,,,,,,,,,,,,,,,,,,,122.315452,0.958488025,0.007787291,0.033724684,
澱粉類,"紅肉甘藷","甘薯,番薯,甜薯,地瓜,田薯,土薯 Sweet potato",113.7181,25.41,1.7783,0.248,71.723,0.8407,2.4046,5.096,41.7861,300.2276,25.2106,22.9839,0.4872,0.1916,51.8851,0.0049,1049.3039,6284.5707,0.3225,0.088,0.0445,0.5958,0.1237,,15.114,30.3393,171.62096,15.82736,60.55168,47.79704,12.75464,102.628,24.74,120.594,16.0475,86.272,136.148,73.0415,110.9085,98.8965,41.4275,5.772,,,,113.718113,0.920602684,0.018253556,0.06114376,
澱粉類,"金時甘藷","甘薯,番薯,甜薯,地瓜,田薯,土薯 Sweet potato",138.2959,31.2836,1.639,0.3583,65.665,1.0541,2.1546,5.392,45.23,330.543,39.163,24.006,0.504,0.233,52.214,0.1275,0,0,0.526,0.0537,0.0537,0.6315,0.162,,12.038,19.456,260.867481,15.037851,82.394668,66.013192,16.381476,69.335,12.064,62.064,14.231,48.587,77.094,42.055,82.569,85.672,31.944,12.909,,,,138.295893,0.931975847,0.021685178,0.046338976,
澱粉類,"黃肉甘藷","甘薯,番薯,甜薯,地瓜,田薯,土薯 Sweet potato",120.6673,27.7651,1.278,0.1527,70.0127,0.7915,2.5429,4.8093,51.2171,276.1774,46.1476,23.6806,0.3222,0.1657,42.2381,0.0126,11.6498,69.885,0.4554,0.1263,0.0399,0.5056,0.2307,,14.573,19.8437,108.528471,10.585164,30.259032,23.386005,6.873027,,,,,,,,,,,,,,,120.667291,0.947996852,0.010591926,0.041411222,
澱粉類,"甘藷粉","甘薯粉,蕃薯粉,甜薯粉,地瓜粉 Sweet potato starch",357.5595,85.5103,1.0215,0.1509,12.8595,0.4578,0.5183,0,19.063,43.899,49.009,3.3375,1.4215,0.06,8.928,0,0.0938,0.5625,0.002,0.004,0.0129,0.3443,0.012,,7.242,0,,,,,,2.544,10.442,4.536,0,3.028,6.622,0.832,2.311,7.865,1.217,0,,,,357.559534,0.985297279,0.003532371,0.01117035,
澱粉類,"油炸脫水甘藷"," Sweet potato: fried, dried",524.9,61.23,2.27,30.1,3.6,2.8,25.01,,305,790,158,42,1.58,0.35,119,,17.3368,104,,0.074,0.057,0.77,0.0627,,0,0.208,,,,,,,,,,,,,,,,,,,,513.0803,0.491672746,0.491028402,0.017298852,
澱粉類,"芋頭","芋頭,芋艿,芋乃,芋仔,青芋,土芝 Taro; Dasheen; Cocoyam; Eddoe",127.75,26.4,2.5,1.1,68.9,1.1,2.31,,5,500,28,29,0.9,2.21,64,,6.668,40,,0.03,0.02,0.75,0.079,,13.6,8.8,,,,,,,,,,,,,,,,,,,,127.75,0.851412916,0.07207045,0.076516634,
澱粉類,"小芋頭(山芋)","芋頭,芋艿,芋乃,芋仔,青芋,土芝 Taro; Dasheen; Cocoyam; Eddoe",112.9382,22.7924,2.2897,1.2044,72.545,1.1685,2.9333,1.76,5.4676,566.9038,22.2,28.2326,1.1153,1.9259,102.1605,,6.668,40,0.5859,0.109,0.0397,1.1293,0.0943,,11.538,4.7513,447.542996,278.09596,468.27072,401.3663,66.90442,72.7175,29.786,86.8825,14.686,61.7065,143.366,75.861,91.5365,81.9845,48.587,42.394,,,,112.938243,0.831469354,0.08925965,0.079270996,
澱粉類,"檳榔心芋","芋頭,芋艿,芋乃,芋仔,青芋,土芝 Taro; Dasheen;Cocoyam; Eddoe",121.0231,28.0716,1.298,0.035,69.53,1.0654,2.6616,,2.3448,384.7944,28.0775,23.5118,0.5759,2.4848,70.6666,,0,0,0.68,0.138,0.019,0.763,0,,23.89,6.629,,,,,,,,,,,,,,,,,,,,121.023122,0.955643765,0.002420612,0.041935623,
澱粉類,"檳榔心芋(2021年取樣)","芋頭,芋艿,芋乃,芋仔,青芋,土芝 Taro",106.611,24.7955,1.139,0,73.131,0.9345,1.7126,1.641,0,326.32,19.71,29.31,0.46,1.27,49.16,0.1846,3.8319,22.987,0.983,0.096,0,1.001,0,0,17.444,7.47,0,0,0,0,0,39.22,14.78,53.86,5.27,36.43,81.25,49.39,58.51,51.87,22.7,11.47,0,0,,106.61095,0.958226711,0,0.041773289,
澱粉類,"冷凍芋頭塊"," Taro: Frozen, chunk",147.181,24.9,2.2,4.3,65.3,3.3,5.7,,15,490,38,33,1.55,1.96,68,,5.6678,34,,0.13,0.01,0.6,0.0726,,15.6,2.5,,,,,,,,,,,,,,,,,,,,147.181,0.697019316,0.24453564,0.058445044,
澱粉類,"芋頭粉"," Taro starch;Dasheen starch;  Cocoyam starch",333.1607,83.0813,0.102,0.0475,16.092,0.6772,9.1154,73.477,34.347,5.231,9.3512,2.6156,0,0.128,2.7745,,0,0,0.024,0.005,0,0,0.052,,10.441,0,0,0,0,0,0,,,,,,,,,,,,,,,343.091351,0.997678767,0.001158802,0.001162431,
澱粉類,"豆薯","刈薯,涼薯,葛薯,沙葛,地瓜,三角薯 Jicama; Yam bean",31.4353,6.8139,0.728,0.0616,92.0613,0.3352,1.255,4.0227,4.0819,107.8965,12.1706,6.329,0.1276,0.3256,15.9628,,0,0,0.002,0.026,0.01,0.2586,0.0197,,9.6155,6.1577,0,0,0,0,0,,,,,,,,,,,,,,,31.43534,0.893048015,0.016401668,0.090550317,
澱粉類,"紅馬鈴薯(粉紅珍珠馬鈴薯)","洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄 Potato; White potato; Irish potato",65.7781,14.374,1.64,0.0173,83.0005,0.9682,1.3319,2.3783,2.4604,492.0643,7.4713,21.182,0.5427,0.5102,49.6678,,0,0,0.0943,0.0615,0.0162,1.8355,0.1975,,18.1915,5.6715,0,0,0,0,0,,,,,,,,,,,,,,,65.778081,0.900313282,0.002201356,0.097485361,
澱粉類,"馬鈴薯","洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄 Potato; White potato; Irish potato",76.9397,15.7848,2.5825,0.2161,80.5455,0.8711,1.27,,3.0648,385.8122,3.7056,20.349,0.5571,1.0521,37.7123,,0,0,0.02,0.08,0.0265,1.4235,0.149,,11.42,29.503,,,,,,78.849,17.511,107.909,23.056,76.373,126.942,63.098,87.853,110.473,40.721,14.818,,,,76.939708,0.845251141,0.023508758,0.1312401,
澱粉類,"馬鈴薯(2022年取樣)","洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄 Potato; White potato; Irish potato",70.3922,14.9255,2.276,0,81.94,0.8585,1.1825,0.414,1.93,431.26,9.71,25.21,0.64,0.42,49.43,0.1094,0,0,0.019,0.055,0,1.72,0,0,7.018,12.86,0,0,0,0,0,56.8546,11.5578,79.1645,0,52.1458,108.0254,52.1256,63.0054,87.6197,24.7563,10.75,0,0,,70.39222,0.873577506,0,0.126422494,
澱粉類,"小馬鈴薯(珍珠馬鈴薯)","洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄 Potato; White potato; Irish potato",59.4809,12.7782,1.748,0,84.593,0.8808,1.174,2.8298,7.092,424.459,3.8844,21.4848,0,0.317,52.3189,,0,0,0.036,0.046,0.025,1.676,0.13,,21.646,9.488,0,0,0,0,0,,,,,,,,,,,,,,,59.480864,0.885094473,0,0.114905527,
